id,remitente,contenido,fecha_hora
278,Empleo en Bogotá,"Vacante para bachilleres
Esta convocatoria de empleo presencial es para ti.
Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.
 Nivel educativo: Bachiller
 Experiencia: Con o sin experiencia
 Contrato: Indefinido
 Horario: Rotativo
 ¿Cuándo?: Miércoles 1 de octubre de 2025
 Hora: 8:00 a.m a 12:00 m
 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:21:47
279,Empleo en Bogotá,"🔎 *Gi Group Staffing está buscando 60 vacantes:*

	•	Auxiliares de producción
	•	Técnicos mecánicos industriales
	•	Técnicos electrónicos
	•	Prevendedores
	•	Promotores mercaderistas
	•	Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)

👉 *Requisitos:* Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).

📅 2 de octubre de 2025
⏰ 8:30 a.m. – 12:30 m.
📍 Centro Comercial Fiesta Suba – Cl. 147 #101-56

✅ *Confirma tu asistencia aquí:* https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:21:49
280,Empleo en Bogotá,"🚨 ¡Atención Suba! 🚨

Mañana 30 de septiembre llega la *Unidad Móvil de la Agencia Distrital de Empleo* con más de 3️⃣3️⃣0️⃣ oportunidades laborales en cargos como:

🔹 Auxiliares de operaciones
🔹 Asesores call center
🔹 Conductores C2 y C3 🚛
🔹 Mercaderistas y vendedores TAT con moto 🏍️
🔹 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
🔹 Enfermeros y auxiliares de enfermería 👩‍⚕️
… ¡y muchos más perfiles!

📍 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
🗓️ Fecha: Mañana, 30 de septiembre
⏰ Hora: 8:00 a.m. – 4:00 p.m.

Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:21:50
281,Empleo en Bogotá,3️⃣,2025-10-14 15:21:50
282,Empleo en Bogotá,0️⃣,2025-10-14 15:21:50
283,Empleo en Bogotá,"🔵 Vacante para bachilleres

Esta convocatoria de empleo presencial es para ti.

Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.

📚 Nivel educativo: Bachiller
💡 Experiencia: Con o sin experiencia
📑 Contrato: Indefinido
🕒 Horario: Rotativo

📅 ¿Cuándo?: Miércoles 1 de octubre de 2025
🕜 Hora: 8:00 a.m a 12:00 m
📍 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).

📲 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:21:51
284,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:21:53
285,Empleo en Bogotá,618 k seguidores,2025-10-14 15:21:53
286,Empleo en Bogotá,"Gi Group Staffing está buscando 60 vacantes:
 • Auxiliares de producción
 • Técnicos mecánicos industriales
 • Técnicos electrónicos
 • Prevendedores
 • Promotores mercaderistas
 • Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)
 Requisitos: Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).
 2 de octubre de 2025
 8:30 a.m. – 12:30 m.
 Centro Comercial Fiesta Suba – Cl. 147 #101-56
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:21:53
287,Empleo en Bogotá,"¡Atención Suba! 
Mañana 30 de septiembre llega la Unidad Móvil de la Agencia Distrital de Empleo con más de  oportunidades laborales en cargos como:
 Auxiliares de operaciones
 Asesores call center
 Conductores C2 y C3 
 Mercaderistas y vendedores TAT con moto 
 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
 Enfermeros y auxiliares de enfermería 
… ¡y muchos más perfiles!
 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
 Fecha: Mañana, 30 de septiembre
 Hora: 8:00 a.m. – 4:00 p.m.
Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:21:53
288,Empleo en Bogotá,"¡Hola, feliz martes!
Hoy hace frío en Bogotá, pero nuestra Unidad Móvil de Empleo ya está calentando baterías para ofrecerte las mejores oportunidades de trabajo y formación.",2025-10-14 15:21:53
289,Empleo en Bogotá,"La Unidad Móvil de Empleo empieza a rodar en Bogotá: primera parada, Suba
Ya estamos aquí para que conozcas vacantes, recibas asesoría y accedas a servicios gratuitos de intermediación laboral.
 Desde hoy hasta el 4 de octubre
 8:00 a. m. – 4:00 p. m.
 Más de 400 oportunidades laborales
 Plazoleta de acceso 1, C.C. Plaza Imperial
 Conoce todos los detalles aquí: https://desarrolloeconomico.gov.co/el-bus-del-empleo-empieza-a-rodar-en-bogota-primera-parada-suba/",2025-10-14 15:21:53
290,Empleo en Bogotá,"¡Atención Suba! 
Hoy la Unidad Móvil de la Agencia Distrital de Empleo está lista con más de 330 trabajos disponibles en cargos como:
 Auxiliares de operaciones
 Conductores C2 y C3 
 Call center ventas
 Mercaderistas y vendedores TAT con moto
 Enfermeros y auxiliares de enfermería… ¡y muchos más!
 Centro Comercial Plaza Imperial – Entrada 1
 Del 30 de septiembre al 4 de octubre
 Lunes a viernes: 8 a.m. – 4 p.m.
 Sábado: hasta el mediodía
Trae tu hoja de vida y documento de identificación. ¡El empleo está más cerca de lo que crees!",2025-10-14 15:21:53
291,Empleo en Bogotá,"Vacante para bachilleres
Esta convocatoria de empleo presencial es para ti.
Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.
 Nivel educativo: Bachiller
 Experiencia: Con o sin experiencia
 Contrato: Indefinido
 Horario: Rotativo
 ¿Cuándo?: Miércoles 1 de octubre de 2025
 Hora: 8:00 a.m a 12:00 m
 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:21:53
292,Empleo en Bogotá,"🔎 *Gi Group Staffing está buscando 60 vacantes:*

	•	Auxiliares de producción
	•	Técnicos mecánicos industriales
	•	Técnicos electrónicos
	•	Prevendedores
	•	Promotores mercaderistas
	•	Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)

👉 *Requisitos:* Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).

📅 2 de octubre de 2025
⏰ 8:30 a.m. – 12:30 m.
📍 Centro Comercial Fiesta Suba – Cl. 147 #101-56

✅ *Confirma tu asistencia aquí:* https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:21:54
293,Empleo en Bogotá,"🚨 ¡Atención Suba! 🚨

Mañana 30 de septiembre llega la *Unidad Móvil de la Agencia Distrital de Empleo* con más de 3️⃣3️⃣0️⃣ oportunidades laborales en cargos como:

🔹 Auxiliares de operaciones
🔹 Asesores call center
🔹 Conductores C2 y C3 🚛
🔹 Mercaderistas y vendedores TAT con moto 🏍️
🔹 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
🔹 Enfermeros y auxiliares de enfermería 👩‍⚕️
… ¡y muchos más perfiles!

📍 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
🗓️ Fecha: Mañana, 30 de septiembre
⏰ Hora: 8:00 a.m. – 4:00 p.m.

Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:21:54
294,Empleo en Bogotá,3️⃣,2025-10-14 15:21:54
295,Empleo en Bogotá,0️⃣,2025-10-14 15:21:54
296,Empleo en Bogotá,"🔵 Vacante para bachilleres

Esta convocatoria de empleo presencial es para ti.

Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.

📚 Nivel educativo: Bachiller
💡 Experiencia: Con o sin experiencia
📑 Contrato: Indefinido
🕒 Horario: Rotativo

📅 ¿Cuándo?: Miércoles 1 de octubre de 2025
🕜 Hora: 8:00 a.m a 12:00 m
📍 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).

📲 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:21:55
297,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:21:57
298,Empleo en Bogotá,618 k seguidores,2025-10-14 15:21:57
299,Empleo en Bogotá,"Gi Group Staffing está buscando 60 vacantes:
 • Auxiliares de producción
 • Técnicos mecánicos industriales
 • Técnicos electrónicos
 • Prevendedores
 • Promotores mercaderistas
 • Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)
 Requisitos: Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).
 2 de octubre de 2025
 8:30 a.m. – 12:30 m.
 Centro Comercial Fiesta Suba – Cl. 147 #101-56
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:21:57
300,Empleo en Bogotá,"¡Atención Suba! 
Mañana 30 de septiembre llega la Unidad Móvil de la Agencia Distrital de Empleo con más de  oportunidades laborales en cargos como:
 Auxiliares de operaciones
 Asesores call center
 Conductores C2 y C3 
 Mercaderistas y vendedores TAT con moto 
 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
 Enfermeros y auxiliares de enfermería 
… ¡y muchos más perfiles!
 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
 Fecha: Mañana, 30 de septiembre
 Hora: 8:00 a.m. – 4:00 p.m.
Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:21:57
301,Empleo en Bogotá,"¡Hola, feliz martes!
Hoy hace frío en Bogotá, pero nuestra Unidad Móvil de Empleo ya está calentando baterías para ofrecerte las mejores oportunidades de trabajo y formación.",2025-10-14 15:21:57
302,Empleo en Bogotá,"La Unidad Móvil de Empleo empieza a rodar en Bogotá: primera parada, Suba
Ya estamos aquí para que conozcas vacantes, recibas asesoría y accedas a servicios gratuitos de intermediación laboral.
 Desde hoy hasta el 4 de octubre
 8:00 a. m. – 4:00 p. m.
 Más de 400 oportunidades laborales
 Plazoleta de acceso 1, C.C. Plaza Imperial
 Conoce todos los detalles aquí: https://desarrolloeconomico.gov.co/el-bus-del-empleo-empieza-a-rodar-en-bogota-primera-parada-suba/",2025-10-14 15:21:57
303,Empleo en Bogotá,"¡Atención Suba! 
Hoy la Unidad Móvil de la Agencia Distrital de Empleo está lista con más de 330 trabajos disponibles en cargos como:
 Auxiliares de operaciones
 Conductores C2 y C3 
 Call center ventas
 Mercaderistas y vendedores TAT con moto
 Enfermeros y auxiliares de enfermería… ¡y muchos más!
 Centro Comercial Plaza Imperial – Entrada 1
 Del 30 de septiembre al 4 de octubre
 Lunes a viernes: 8 a.m. – 4 p.m.
 Sábado: hasta el mediodía
Trae tu hoja de vida y documento de identificación. ¡El empleo está más cerca de lo que crees!",2025-10-14 15:21:57
304,Empleo en Bogotá,"Vacante para bachilleres
Esta convocatoria de empleo presencial es para ti.
Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.
 Nivel educativo: Bachiller
 Experiencia: Con o sin experiencia
 Contrato: Indefinido
 Horario: Rotativo
 ¿Cuándo?: Miércoles 1 de octubre de 2025
 Hora: 8:00 a.m a 12:00 m
 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:21:58
305,Empleo en Bogotá,"🔎 *Gi Group Staffing está buscando 60 vacantes:*

	•	Auxiliares de producción
	•	Técnicos mecánicos industriales
	•	Técnicos electrónicos
	•	Prevendedores
	•	Promotores mercaderistas
	•	Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)

👉 *Requisitos:* Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).

📅 2 de octubre de 2025
⏰ 8:30 a.m. – 12:30 m.
📍 Centro Comercial Fiesta Suba – Cl. 147 #101-56

✅ *Confirma tu asistencia aquí:* https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:21:58
306,Empleo en Bogotá,"🚨 ¡Atención Suba! 🚨

Mañana 30 de septiembre llega la *Unidad Móvil de la Agencia Distrital de Empleo* con más de 3️⃣3️⃣0️⃣ oportunidades laborales en cargos como:

🔹 Auxiliares de operaciones
🔹 Asesores call center
🔹 Conductores C2 y C3 🚛
🔹 Mercaderistas y vendedores TAT con moto 🏍️
🔹 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
🔹 Enfermeros y auxiliares de enfermería 👩‍⚕️
… ¡y muchos más perfiles!

📍 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
🗓️ Fecha: Mañana, 30 de septiembre
⏰ Hora: 8:00 a.m. – 4:00 p.m.

Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:21:58
307,Empleo en Bogotá,"🚨 ¡Atención Suba! 🚨

Mañana 30 de septiembre llega la *Unidad Móvil de la Agencia Distrital de Empleo* con más de 3️⃣3️⃣0️⃣ oportunidades laborales en cargos como:

🔹 Auxiliares de operaciones
🔹 Asesores call center
🔹 Conductores C2 y C3 🚛
🔹 Mercaderistas y vendedores TAT con moto 🏍️
🔹 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
🔹 Enfermeros y auxiliares de enfermería 👩‍⚕️
… ¡y muchos más perfiles!

📍 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
🗓️ Fecha: Mañana, 30 de septiembre
⏰ Hora: 8:00 a.m. – 4:00 p.m.

Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:21:59
308,Empleo en Bogotá,3️⃣,2025-10-14 15:21:59
309,Empleo en Bogotá,0️⃣,2025-10-14 15:21:59
310,Empleo en Bogotá,"🔵 Vacante para bachilleres

Esta convocatoria de empleo presencial es para ti.

Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.

📚 Nivel educativo: Bachiller
💡 Experiencia: Con o sin experiencia
📑 Contrato: Indefinido
🕒 Horario: Rotativo

📅 ¿Cuándo?: Miércoles 1 de octubre de 2025
🕜 Hora: 8:00 a.m a 12:00 m
📍 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).

📲 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:21:59
311,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:22:01
312,Empleo en Bogotá,618 k seguidores,2025-10-14 15:22:01
313,Empleo en Bogotá,"Gi Group Staffing está buscando 60 vacantes:
 • Auxiliares de producción
 • Técnicos mecánicos industriales
 • Técnicos electrónicos
 • Prevendedores
 • Promotores mercaderistas
 • Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)
 Requisitos: Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).
 2 de octubre de 2025
 8:30 a.m. – 12:30 m.
 Centro Comercial Fiesta Suba – Cl. 147 #101-56
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:22:01
314,Empleo en Bogotá,"¡Atención Suba! 
Mañana 30 de septiembre llega la Unidad Móvil de la Agencia Distrital de Empleo con más de  oportunidades laborales en cargos como:
 Auxiliares de operaciones
 Asesores call center
 Conductores C2 y C3 
 Mercaderistas y vendedores TAT con moto 
 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
 Enfermeros y auxiliares de enfermería 
… ¡y muchos más perfiles!
 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
 Fecha: Mañana, 30 de septiembre
 Hora: 8:00 a.m. – 4:00 p.m.
Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:22:02
315,Empleo en Bogotá,"¡Hola, feliz martes!
Hoy hace frío en Bogotá, pero nuestra Unidad Móvil de Empleo ya está calentando baterías para ofrecerte las mejores oportunidades de trabajo y formación.",2025-10-14 15:22:02
316,Empleo en Bogotá,"La Unidad Móvil de Empleo empieza a rodar en Bogotá: primera parada, Suba
Ya estamos aquí para que conozcas vacantes, recibas asesoría y accedas a servicios gratuitos de intermediación laboral.
 Desde hoy hasta el 4 de octubre
 8:00 a. m. – 4:00 p. m.
 Más de 400 oportunidades laborales
 Plazoleta de acceso 1, C.C. Plaza Imperial
 Conoce todos los detalles aquí: https://desarrolloeconomico.gov.co/el-bus-del-empleo-empieza-a-rodar-en-bogota-primera-parada-suba/",2025-10-14 15:22:02
317,Empleo en Bogotá,"¡Atención Suba! 
Hoy la Unidad Móvil de la Agencia Distrital de Empleo está lista con más de 330 trabajos disponibles en cargos como:
 Auxiliares de operaciones
 Conductores C2 y C3 
 Call center ventas
 Mercaderistas y vendedores TAT con moto
 Enfermeros y auxiliares de enfermería… ¡y muchos más!
 Centro Comercial Plaza Imperial – Entrada 1
 Del 30 de septiembre al 4 de octubre
 Lunes a viernes: 8 a.m. – 4 p.m.
 Sábado: hasta el mediodía
Trae tu hoja de vida y documento de identificación. ¡El empleo está más cerca de lo que crees!",2025-10-14 15:22:02
318,Empleo en Bogotá,"Vacante para bachilleres
Esta convocatoria de empleo presencial es para ti.
Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.
 Nivel educativo: Bachiller
 Experiencia: Con o sin experiencia
 Contrato: Indefinido
 Horario: Rotativo
 ¿Cuándo?: Miércoles 1 de octubre de 2025
 Hora: 8:00 a.m a 12:00 m
 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:22:02
319,Empleo en Bogotá,"🔎 *Gi Group Staffing está buscando 60 vacantes:*

	•	Auxiliares de producción
	•	Técnicos mecánicos industriales
	•	Técnicos electrónicos
	•	Prevendedores
	•	Promotores mercaderistas
	•	Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)

👉 *Requisitos:* Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).

📅 2 de octubre de 2025
⏰ 8:30 a.m. – 12:30 m.
📍 Centro Comercial Fiesta Suba – Cl. 147 #101-56

✅ *Confirma tu asistencia aquí:* https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:22:03
320,Empleo en Bogotá,"🚨 ¡Atención Suba! 🚨

Mañana 30 de septiembre llega la *Unidad Móvil de la Agencia Distrital de Empleo* con más de 3️⃣3️⃣0️⃣ oportunidades laborales en cargos como:

🔹 Auxiliares de operaciones
🔹 Asesores call center
🔹 Conductores C2 y C3 🚛
🔹 Mercaderistas y vendedores TAT con moto 🏍️
🔹 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
🔹 Enfermeros y auxiliares de enfermería 👩‍⚕️
… ¡y muchos más perfiles!

📍 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
🗓️ Fecha: Mañana, 30 de septiembre
⏰ Hora: 8:00 a.m. – 4:00 p.m.

Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:22:03
321,Empleo en Bogotá,3️⃣,2025-10-14 15:22:03
322,Empleo en Bogotá,0️⃣,2025-10-14 15:22:03
323,Empleo en Bogotá,"🔵 Vacante para bachilleres

Esta convocatoria de empleo presencial es para ti.

Tiendas D1 tiene 100 puestos de trabajo como Asistente de Ventas, Auxiliar de Bodega – Conductor y Auxiliar de Bodega.

📚 Nivel educativo: Bachiller
💡 Experiencia: Con o sin experiencia
📑 Contrato: Indefinido
🕒 Horario: Rotativo

📅 ¿Cuándo?: Miércoles 1 de octubre de 2025
🕜 Hora: 8:00 a.m a 12:00 m
📍 ¿Dónde?: Centro Comercial Plaza Imperial, entrada 1
(Av. Carrera 104 #148-07, entrada del Jumbo, junto al Éxito y la Av. Ciudad de Cali, bajando el puente peatonal).

📲 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLScpi-BENr2GNTkyncIlRaZmFTxJF86iAqJxJlWQnPWoR1axvQ/viewform?fbclid=IwVERDUAM39U1leHRuA2FlbQIxMAABHiZKDXUPUqI_lyH_n7hjhGACSDVvBmIZK6K5TwoS-QzIF-UrJEIGw6_csxb0_aem_0lXYnaby3qw3F0FfJqVDkQ",2025-10-14 15:22:04
324,Empleo en Bogotá,Empleo en Bogotá,2025-10-14 15:22:06
325,Empleo en Bogotá,618 k seguidores,2025-10-14 15:22:06
326,Empleo en Bogotá,"Gi Group Staffing está buscando 60 vacantes:
 • Auxiliares de producción
 • Técnicos mecánicos industriales
 • Técnicos electrónicos
 • Prevendedores
 • Promotores mercaderistas
 • Asesores comerciales (Tienda a Tienda, Puerta a Puerta y Preventa)
 Requisitos: Bachiller en adelante. Con o sin experiencia (si no tienes, debes contar con moto, pase vigente sin comparendos y licencia desde 2023).
 2 de octubre de 2025
 8:30 a.m. – 12:30 m.
 Centro Comercial Fiesta Suba – Cl. 147 #101-56
 Confirma tu asistencia aquí: https://docs.google.com/forms/d/e/1FAIpQLSflF39I4lFcoUZD9Kl0qq-dgBu9PKPW5b99VDCRhVeCcocDkg/viewform",2025-10-14 15:22:06
327,Empleo en Bogotá,"¡Atención Suba! 
Mañana 30 de septiembre llega la Unidad Móvil de la Agencia Distrital de Empleo con más de  oportunidades laborales en cargos como:
 Auxiliares de operaciones
 Asesores call center
 Conductores C2 y C3 
 Mercaderistas y vendedores TAT con moto 
 Operadores de parqueadero, cajeros y agentes de operaciones terrestres
 Enfermeros y auxiliares de enfermería 
… ¡y muchos más perfiles!
 Lugar: Plazoleta, entrada N°1 – Centro Comercial Plaza Imperial (Av. Carrera 104 #148-07).
 Fecha: Mañana, 30 de septiembre
 Hora: 8:00 a.m. – 4:00 p.m.
Te esperamos con tu hoja de vida y documento de identificación.",2025-10-14 15:22:06
328,Empleo en Bogotá,"¡Hola, feliz martes!
Hoy hace frío en Bogotá, pero nuestra Unidad Móvil de Empleo ya está calentando baterías para ofrecerte las mejores oportunidades de trabajo y formación.",2025-10-14 15:22:06
329,Empleo en Bogotá,"La Unidad Móvil de Empleo empieza a rodar en Bogotá: primera parada, Suba
Ya estamos aquí para que conozcas vacantes, recibas asesoría y accedas a servicios gratuitos de intermediación laboral.
 Desde hoy hasta el 4 de octubre
 8:00 a. m. – 4:00 p. m.
 Más de 400 oportunidades laborales
 Plazoleta de acceso 1, C.C. Plaza Imperial
 Conoce todos los detalles aquí: https://desarrolloeconomico.gov.co/el-bus-del-empleo-empieza-a-rodar-en-bogota-primera-parada-suba/",2025-10-14 15:22:06
330,Empleo en Bogotá,"¡Atención Suba! 
Hoy la Unidad Móvil de la Agencia Distrital de Empleo está lista con más de 330 trabajos disponibles en cargos como:
 Auxiliares de operaciones
 Conductores C2 y C3 
 Call center ventas
 Mercaderistas y vendedores TAT con moto
 Enfermeros y auxiliares de enfermería… ¡y muchos más!
 Centro Comercial Plaza Imperial – Entrada 1
 Del 30 de septiembre al 4 de octubre
 Lunes a viernes: 8 a.m. – 4 p.m.
 Sábado: hasta el mediodía
Trae tu hoja de vida y documento de identificación. ¡El empleo está más cerca de lo que crees!",2025-10-14 15:22:06
